id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1464752244973182978,1464752241529659401,2021-11-28 08:25:23 Malay Peninsula Standard Time,2021-11-28,08:25:23,+0800,1346420016950829058,drrhwilliams,RH Williams,,"Mental health challenges have been the more silent, chronic friend of the virus during this pandemic as our way of life has been turned upside down and our freedoms restricted. Given the way we spend our time, we in the #WritingCommunity are definitely at risk of #burnout.",en,[],[],[],1,0,0,"['writingcommunity', 'burnout']",[],https://twitter.com/DrRHWilliams/status/1464752244973182978,False,,0,,,"1.290270,103.851959,30km",,,,,[],,,,
1464752243333218309,1464752241529659401,2021-11-28 08:25:23 Malay Peninsula Standard Time,2021-11-28,08:25:23,+0800,1346420016950829058,drrhwilliams,RH Williams,,"Over the course of the pandemic, burnout is a scourge I’ve become very familiar with (both in myself and the teams I manage). I do hope other writers working hard are aware of the symptoms and know when to slow things and/or know techniques on how to combat it.",en,[],[],[],1,0,0,[],[],https://twitter.com/DrRHWilliams/status/1464752243333218309,False,,0,,,"1.290270,103.851959,30km",,,,,[],,,,
1464179085211435008,1464179085211435008,2021-11-26 18:27:51 Malay Peninsula Standard Time,2021-11-26,18:27:51,+0800,188347682,temptempholder,C programmer + math. investor needed.,,"Pandemic , expensive VTL, and inability to travel to Malaysia  Has made shopping centers very busy .. especially those big ones..",en,[],[],[],0,0,0,[],[],https://twitter.com/temptempholder/status/1464179085211435008,False,,0,,,"1.290270,103.851959,30km",,,,,[],,,,
1464168137062977537,1464168137062977537,2021-11-26 17:44:21 Malay Peninsula Standard Time,2021-11-26,17:44:21,+0800,188347682,temptempholder,C programmer + math. investor needed.,,Pandemic + Nov holiday + easy setup = boom for kids roller blading industry,en,[],[],[],0,0,0,[],[],https://twitter.com/temptempholder/status/1464168137062977537,False,,0,,,"1.290270,103.851959,30km",,,,,[],,,,
1463866469838512138,1463866469838512138,2021-11-25 21:45:38 Malay Peninsula Standard Time,2021-11-25,21:45:38,+0800,3219880638,iliyaizzudin,Femme Fartale,,y’all… my animal crossing account can’t be logged in Cus the third party account I bought it from (I was broke and the pandemic happened and I had no money shut up) got suspended… my island is gone and Dom is gone and I’m sad and have to buy the game properly this time 😭,en,[],[],[],2,0,5,[],[],https://twitter.com/iliyaizzudin/status/1463866469838512138,False,,0,,,"1.290270,103.851959,30km",,,,,[],,,,
1463161681903816710,1463161681903816710,2021-11-23 23:05:03 Malay Peninsula Standard Time,2021-11-23,23:05:03,+0800,81342472,vishnoisays,Abhishek,"{'type': 'Point', 'coordinates': [1.3553794, 103.8677444]}",Zoom Set to Lose $100 Billion From Peak Value as Pandemic Gains Fade  https://t.co/q7wVCJ8FBk,en,[],['http://dlvr.it/SD31Jw'],[],0,0,0,[],[],https://twitter.com/VishnoiSays/status/1463161681903816710,False,,0,,,"1.290270,103.851959,30km",,,,,[],,,,
1463105112407085057,1462953600594812930,2021-11-23 19:20:16 Malay Peninsula Standard Time,2021-11-23,19:20:16,+0800,3953157020,dailydoseofcare,Marni Woods,,@_QuePasaChica_ @goodkidbikecity @Jollibee Naku. Lost count na ko kung ilang outlets na nag open. Isa sila sa nag expand during pandemic at nag open ng cloud kitchen to cater deliveries islandwide. Di umobra boycott ng locals sa umpisa nung natikman nila si chicken joy at yung brown sauce which they refer as elixir 😂,tl,[],[],[],1,0,0,[],[],https://twitter.com/dailydoseofcare/status/1463105112407085057,False,,0,,,"1.290270,103.851959,30km",,,,,"[{'screen_name': '_QuePasaChica_', 'name': 'TRAIN WRECK', 'id': '349567562'}, {'screen_name': 'goodkidbikecity', 'name': 'R. A. Siy', 'id': '1242015104226320384'}, {'screen_name': 'Jollibee', 'name': 'Bestfriend Jollibee', 'id': '72457332'}]",,,,
1462792576642084871,1462791530138144777,2021-11-22 22:38:22 Malay Peninsula Standard Time,2021-11-22,22:38:22,+0800,47692027,mirzaariffin,Mirza Ariffin,,You literally had 2 years to save up for when the border re-opens. That $500-$800 that you could’ve/would’ve spent on your cancelled travelling plans during the pandemic could be used towards all the tests needed now. Please stop complaining and be appreciative for once ffs,en,[],[],[],0,0,3,[],[],https://twitter.com/MirzaAriffin/status/1462792576642084871,False,,0,,,"1.290270,103.851959,30km",,,,,[],,,,
1462791530138144777,1462791530138144777,2021-11-22 22:34:12 Malay Peninsula Standard Time,2021-11-22,22:34:12,+0800,47692027,mirzaariffin,Mirza Ariffin,,"Singaporeans: “Omg i can’t stand it anymore can Singapore handle this pandemic better so that i can start travelling again”  Singaporeans also: “OMG it’s so troublesome to travel now so many things to do, so many covid tests,so many things to pay for to travel wahlao”  How liddat",en,[],[],[],1,1,2,[],[],https://twitter.com/MirzaAriffin/status/1462791530138144777,False,,0,,,"1.290270,103.851959,30km",,,,,[],,,,
1462782638251380745,1462782638251380745,2021-11-22 21:58:52 Malay Peninsula Standard Time,2021-11-22,21:58:52,+0800,1256551216131133440,rohithgovindan,RohithGovindan,,"The pandemic has hit so badly till the minimum salary for Fresh Grad will be RM 1,000.00 and expect us to buy RM 1,000,000.00 terrance house in Malaysia. One of the forecast that might happen in the next 5-7 years in Malaysia. #Malaysia #malaysiatrending #MalaysiaFailure",en,[],[],[],0,0,0,"['malaysia', 'malaysiatrending', 'malaysiafailure']",[],https://twitter.com/RohithGovindan/status/1462782638251380745,False,,0,,,"1.290270,103.851959,30km",,,,,[],,,,
1462748984250798083,1462739983102402561,2021-11-22 19:45:09 Malay Peninsula Standard Time,2021-11-22,19:45:09,+0800,82796294,lchanwrites,Team Two Dogs,,@LauraJMG Also a big thing they are tapping into for me is that there has been a ban on masks off singing because pandemic. Which was okay for church but less okay for karaoke. Not that I've been in years though,en,[],[],[],1,0,2,[],[],https://twitter.com/lchanwrites/status/1462748984250798083,False,,0,,,"1.290270,103.851959,30km",,,,,"[{'screen_name': 'LauraJMG', 'name': 'Laura J. Mixon', 'id': '24886197'}]",,,,
1462376524548435970,1462370398532558848,2021-11-21 19:05:07 Malay Peninsula Standard Time,2021-11-21,19:05:07,+0800,47298848,eddydaud,ايدي بن داود Eddy Daud,,"@rakyatsejati Propoganda Najib and gang aje Bro, no end lah, jgn terikut ikut sangat, depa semua dah kaya.   I think brst focus on getting out of this pandemic n creating more jobs for the rakyat n Gomen to bring in more investments etc. We have a lot of catching up to do with our neighbors.",en,[],[],[],1,0,1,[],[],https://twitter.com/eddydaud/status/1462376524548435970,False,,0,,,"1.290270,103.851959,30km",,,,,"[{'screen_name': 'rakyatsejati', 'name': 'Marhaen', 'id': '1283767526'}]",,,,
1462033567106535425,1462033567106535425,2021-11-20 20:22:20 Malay Peninsula Standard Time,2021-11-20,20:22:20,+0800,2384753587,plargk,larry kam,,Australian Scientist: Anti-Parasitic drug could help cure pandemic Coron...  https://t.co/B26fsvJSHK via @YouTube,en,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['https://youtu.be/-mAx0KadNaM'],[],0,0,0,[],[],https://twitter.com/PLarGK/status/1462033567106535425,False,,0,,,"1.290270,103.851959,30km",,,,,[],,,,
1461862606419886081,1461862606419886081,2021-11-20 09:03:00 Malay Peninsula Standard Time,2021-11-20,09:03:00,+0800,881039312820748290,shadow_dw2,Shadowtrooper262 🇸🇬 (Open for art commissions),,This year Youtube has been recrommending me lots of doomsday videos for the past few months.  Even if we are almost out of the pandemic doesn't mean you can sent me negetive futuristic expectations. Get me some positive videos please #Youtube.,en,[],[],[],0,0,0,['youtube'],[],https://twitter.com/Shadow_DW2/status/1461862606419886081,False,,0,,,"1.290270,103.851959,30km",,,,,[],,,,
1461725576490672129,1461725576490672129,2021-11-19 23:58:29 Malay Peninsula Standard Time,2021-11-19,23:58:29,+0800,1453990572,_rodahidup,AHS🌻,,"Fresh look at pandemic origins points straight to food market in Wuhan, scientist says   https://t.co/tp5tRQJWwl",en,[],['https://www.cnn.com/2021/11/18/health/covid-origins-market-theory/index.html'],[],0,0,0,[],[],https://twitter.com/_rodahidup/status/1461725576490672129,False,,0,,,"1.290270,103.851959,30km",,,,,[],,,,
